Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Kate Hornsey;30;Australia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;OCEANIA
Sophie Hosking;26;Great Britain;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Malcolm Howard;29;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Huang Wenyi;21;China;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;ASIA
Mark Hunter;34;Great Britain;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Tom James;28;Great Britain;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Eric Johannesen;24;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Morten Jørgensen;27;Denmark;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Megan Kalmoe;28;United States;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;AMERICA
Nienke Kingma;30;Netherlands;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Mirka Knapková;31;Czech Republic;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Kara Kohler;21;United States;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;AMERICA
Anastasiya Kozhenkova;26;Ukraine;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Andreas Kuffner;25;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Matt Langridge;29;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Caroline Lind;29;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
William Lockwood;24;Australia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;OCEANIA
Esther Lofgren;27;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
Elle Logan;24;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
Constantine Louloudis;20;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Darcy Marquardt;33;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Adrienne Martelli;24;United States;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;AMERICA
Damir Martin;24;Croatia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Natalie Mastracci;23;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Conlin McCabe;21;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
James McRae;25;Australia;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Florian Mennigen;30;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Julia Michalska;27;Poland;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Chris Morgan;29;Australia;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Andréanne Morin;30;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Dorian Mortelette;28;France;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Lukas Müller;25;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Eric Murray;30;New Zealand;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;OCEANIA
Meghan Musnicki;29;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
George Nash;22;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Sizwe Ndlovu;31;South Africa;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AFRICA
Daniel Noonan;32;Australia;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Glenn Ochal;26;United States;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;AMERICA
Britta Oppelt;34;Germany;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Sarah Outhwaite-Tait;29;Australia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;OCEANIA
Alex Partridge;31;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Brooke Pratley;32;Australia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;OCEANIA
Brian Price;36;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Zac Purchase;26;Great Britain;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Rasmus Quist;32;Denmark;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Tom Ransley;26;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Mads Rasmussen;30;Denmark;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Pete Reed;31;Great Britain;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Maximilian Reinelt;23;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Roline Repelaer van Driel;28;Netherlands;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Julia Richter;23;Germany;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Taylor Ritzel;23;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
Henrik Rummel;24;United States;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;AMERICA
David Šain;24;Croatia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Alessio Sartori;35;Italy;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Will Satch;23;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Martin Sauer;29;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Moe Sbihi;24;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Anne Schellekens;26;Netherlands;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Richard Schmidt;25;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Lauritz Schoof;21;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Karl Schulze;24;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Rebecca Scown;28;New Zealand;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Greg Searle;40;Great Britain;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Martin Sinkovic;22;Croatia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Valent Sinkovic;23;Croatia;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
John Smith;22;South Africa;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AFRICA
Luka Špik;33;Slovenia;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Heather Stanning;27;Great Britain;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Joseph Sullivan;25;New Zealand;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;OCEANIA
Ondrej Synek;29;Czech Republic;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Kateryna Tarasenko;24;Ukraine;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Peter Taylor;28;New Zealand;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Annekatrin Thiele;27;Germany;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
James Thompson;25;South Africa;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AFRICA
Lesley Thompson-Willie;52;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Andrew Triggs Hodge;33;Great Britain;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Alexandra Tsiavou;26;Greece;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Storm Uru;27;New Zealand;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;OCEANIA
Jacobine Veenhoven;28;Netherlands;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Phillipp Wende;27;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Mary Whipple;32;United States;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;AMERICA
Kristof Wilke;27;Germany;2016;12/08/2016;Rowing;1;0;0;1;3;Olympics;EUROPE
Lauren Wilkinson;22;Canada;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;AMERICA
Rob Williams;27;Great Britain;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;EUROPE
Kasper Winther Jørgensen;27;Denmark;2016;12/08/2016;Rowing;0;0;1;1;1;Olympics;EUROPE
Xu Dongxiang;29;China;2016;12/08/2016;Rowing;0;1;0;1;2;Olympics;ASIA
Elisa Blanchi;24;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Anastasiya Bliznyuk;18;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Lyubov Cherkashina;24;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Darya Dmitriyeva;19;Russia;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Ulyana Donskova;19;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Kseniya Dudkina;17;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Marina Goncharova;22;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Anastasiya Ivankova;20;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Yevgeniya Kanayeva;22;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Romina Laurito;25;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Nataliya Leshchik;17;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Alina Makarenko;17;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Aleksandra Narkevich;17;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Anastasiya Nazarenko;19;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Marta Pagnini;21;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Kseniya Sankovich;22;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Elisa Santoni;24;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Angelica Savrayuk;22;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Karolina Sevastyanova;17;Russia;2016;12/08/2016;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Andreea Stefanescu;18;Italy;2016;12/08/2016;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Alina Tumilovich;22;Belarus;2016;12/08/2016;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Laura Asadauskaite;28;Lithuania;2016;12/08/2016;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Cao Zhongrong;30;China;2016;12/08/2016;Modern Pentathlon;0;1;0;1;2;Olympics;ASIA
Ádám Marosi;28;Hungary;2016;12/08/2016;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Yane Marques;28;Brazil;2016;12/08/2016;Modern Pentathlon;0;0;1;1;1;Olympics;AMERICA
Samantha Murray;22;Great Britain;2016;12/08/2016;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
David Svoboda;27;Czech Republic;2016;12/08/2016;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Yuri Alvear;26;Colombia;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
An Kum-Ae;32;North Korea;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Yanet Bermoy;25;Cuba;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;AMERICA
Ole Bischof;32;Germany;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Edith Bosch;32;Netherlands;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Karina Bryant;33;Great Britain;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Corina Caprioriu;26;Romania;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Éva Csernoviczki;25;Hungary;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Rafael da Silva;25;Brazil;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
Lucie Décosse;30;France;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;EUROPE
Alina Dumitru;29;Romania;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Masashi Ebinuma;22;Japan;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Gevrise Emane;30;France;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Rosalba Forciniti;26;Italy;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Arsen Galstyan;23;Russia;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Gemma Gibbons;25;Great Britain;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Priscilla Gneto;20;France;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Asley González;22;Cuba;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;AMERICA
Henk Grol;27;Netherlands;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Kayla Harrison;22;United States;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;AMERICA
Hiroaki Hiraoka;27;Japan;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Ilias Iliadis;25;Greece;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Mansur Isayev;25;Russia;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Jo Jun-Ho;23;South Korea;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Tagir Khaybulayev;28;Russia;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Kim Jae-Beom;27;South Korea;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Felipe Kitadai;23;Brazil;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
Ugo Legrand;23;France;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Marti Malloy;26;United States;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
Kaori Matsumoto;24;Japan;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Sarah Menezes;22;Brazil;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;AMERICA
Aleksandr Mikhaylin;32;Russia;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Naidangiin Tüvshinbayar;28;Mongolia;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Riki Nakaya;23;Japan;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Ivan Nifontov;25;Russia;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Masashi Nishiyama;27;Japan;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Idalys Ortíz;22;Cuba;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;AMERICA
Automne Pavia;23;France;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Dimitri Peters;28;Germany;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Teddy Riner;23;France;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;EUROPE
Saynjargalyn Nyam-Ochir;26;Mongolia;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Lasha Shavdatuashvili;20;Georgia;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;EUROPE
Mayra Silva;20;Brazil;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
Rishod Sobirov;25;Uzbekistan;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Song Dae-Nam;33;South Korea;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;ASIA
Mika Sugimoto;27;Japan;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Audrey Tcheumeo;22;France;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Kerstin Thiele;25;Germany;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Andreas Tölzer;32;Germany;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Tong Wen;29;China;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Yoshie Ueno;29;Japan;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;ASIA
Miklós Ungvári;31;Hungary;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;EUROPE
Antoine Valois-Fortier;22;Canada;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;AMERICA
Charline Van Snick;21;Belgium;2016;12/08/2016;Judo;0;0;1;1;1;Olympics;EUROPE
Xu Lili;24;China;2016;12/08/2016;Judo;0;1;0;1;2;Olympics;ASIA
Urška Žolnir;30;Slovenia;2016;12/08/2016;Judo;1;0;0;1;3;Olympics;EUROPE
;;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
;;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Marilyn Agliotti;33;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Lucha Aymar;34;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Sander Baart;24;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Billy Bakker;23;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Marcel Balkestein;31;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Ashleigh Ball;26;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Noel Barrionuevo;28;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Laura Bartlett;24;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Nathan Burgers;33;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Matthew Butturini;24;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Joel Carroll;25;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Martina Cavallero;22;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Chris Ciriello;26;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Crista Cullen;26;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Silvina D'Elia;26;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Alex Danson;27;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Merel de Blaey;25;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Eva de Goede;23;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Teun de Nooijer;36;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Bob de Voogd;23;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Sander de Wijn;22;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Liam De Young;30;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Timothy Deavin;28;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Oskar Deecke;26;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Carlien Dirkse van den Heuvel;25;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Jamie Dwyer;33;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Floris Evers;29;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Russell Ford;28;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Florian Fuchs;20;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Moritz Fürste;27;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Maartje Goderie;28;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Matt Gohdes;22;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Kieran Govers;24;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Florencia Habif;18;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Martin Häner;23;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Tobias Hauke;24;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Rogier Hofman;25;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Ellen Hoog;26;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Tim Jenniskens;25;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Wouter Jolie;27;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Kelly Jonker;22;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Fergus Kavanagh;27;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Robbert Kemperman;22;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Mark Knowles;27;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Oliver Korn;28;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Kim Lammers;31;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Rosario Luchetti;28;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Sofia Maccari;28;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Hannah Macleod;28;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Emily Maguire;24;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Delfina Merino;22;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Max Müller;25;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
María Mutio;27;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Eddie Ockenden;25;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Simon Orchard;26;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Ann Panter;28;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Maartje Paumen;26;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Sophie Polkamp;27;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Jan Philipp Rabente;25;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Carla Rebecchi;27;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Helen Richardson;30;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Ana Rodríguez;31;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Chloe Rogers;27;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Rocio Sánchez;23;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Maru Scarone;25;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Joyce Sombroek;21;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Dani Sruoga;24;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Jose Sruoga;21;Argentina;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;AMERICA
Jaap Stockmann;28;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Beth Storry;34;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Thilo Stralkowski;25;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Matthew Swann;23;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Sarah Thomas;31;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Glenn Turner;28;Australia;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;OCEANIA
Georgie Twigg;21;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Laura Unsworth;24;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Naomi van As;29;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Robert van der Horst;27;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Mink van der Weerden;23;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Margot van Geffen;22;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Caia van Maasakker;23;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Kitty van Male;24;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Valentin Verga;22;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Klaas Vermeulen;24;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Kate Walsh;32;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Sally Walton;31;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
Max Weinhold;30;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Lidewij Welten;22;Netherlands;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Christopher Wesley;25;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Roderick Weusthof;30;Netherlands;2016;12/08/2016;Hockey;0;1;0;1;2;Olympics;EUROPE
Benjamin Weß;27;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Timo Weß;30;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Nicola White;24;Great Britain;2016;12/08/2016;Hockey;0;0;1;1;1;Olympics;EUROPE
