Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Luigi Tarantino;39;Italy;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Sofiya Velikaya;27;Russia;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
André Weßels;30;Germany;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Won Wu-Yeong;30;South Korea;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Xu Anqi;20;China;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Florin Zalomir;31;Romania;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Ramzy Al-Duhami;40;Saudi Arabia;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;ASIA
Prince Abdullah Al-Saud;27;Saudi Arabia;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;ASIA
Sara Algotsson Ostholt;37;Sweden;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Kamal Bahamdan;42;Saudi Arabia;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;ASIA
Scott Brash;26;Great Britain;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Peter Charles;52;Great Britain;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Tina Cook;41;Great Britain;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
William Fox-Pitt;43;Great Britain;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Edward Gal;42;Netherlands;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;EUROPE
Steve Guerdat;30;Switzerland;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Carl Hester;45;Great Britain;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Marc Houtzager;41;Netherlands;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Ingrid Klimke;44;Germany;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Helen Langehanenberg;30;Germany;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Ben Maher;29;Great Britain;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Andrew Nicholson;50;New Zealand;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;OCEANIA
Cian O'Connor;32;Ireland;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;EUROPE
Jonathan Paget;28;New Zealand;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;OCEANIA
Zara Phillips;31;Great Britain;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Caroline Powell;39;New Zealand;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;OCEANIA
Jonelle Richards;31;New Zealand;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;OCEANIA
Dorothee Schneider;43;Germany;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Dirk Schrade;34;Germany;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Abdullah Sharbatly;29;Saudi Arabia;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;ASIA
Nick Skelton;54;Great Britain;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Kristina Sprehe;25;Germany;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Peter Thomsen;51;Germany;2016;12/08/2016;Equestrian;1;0;0;1;3;Olympics;EUROPE
Mary Thomson-King;51;Great Britain;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Mark Todd;56;New Zealand;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;OCEANIA
Maikel van der Vleuten;24;Netherlands;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Anky van Grunsven;44;Netherlands;2016;12/08/2016;Equestrian;0;0;1;1;1;Olympics;EUROPE
Jur Vrieling;43;Netherlands;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Nicola Wilson;35;Great Britain;2016;12/08/2016;Equestrian;0;1;0;1;2;Olympics;EUROPE
Jennifer Abel;20;Canada;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Meaghan Benfeito;23;Canada;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Brittany Broben;16;Australia;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;OCEANIA
Kelci Bryant;23;United States;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
Cao Yuan;17;China;2016;12/08/2016;Diving;1;0;0;1;3;Olympics;ASIA
Tom Daley;18;Great Britain;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;EUROPE
Troy Dumais;32;United States;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Paola Espinosa;26;Mexico;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
Roseline Filion;25;Canada;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Iván García;18;Mexico;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
He Chong;25;China;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;ASIA
Emilie Heymans;30;Canada;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Kristian Ipsen;19;United States;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Abby Johnston;22;United States;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
Yevgeny Kuznetsov;22;Russia;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;ASIA
Luo Yutong;26;China;2016;12/08/2016;Diving;1;0;0;1;3;Olympics;ASIA
Nick McCrory;20;United States;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Alejandra Orozco;15;Mexico;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
Pandelela Pamg;19;Malaysia;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;ASIA
Qiu Bo;19;China;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;ASIA
Germán Sánchez;20;Mexico;2016;12/08/2016;Diving;0;1;0;1;2;Olympics;AMERICA
Laura Sánchez;26;Mexico;2016;12/08/2016;Diving;0;0;1;1;1;Olympics;AMERICA
Wang Hao;19;China;2016;12/08/2016;Diving;1;0;0;1;3;Olympics;ASIA
Zhang Yanquan;18;China;2016;12/08/2016;Diving;1;0;0;1;3;Olympics;ASIA
Lizzie Armitstead;23;Great Britain;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Kristin Armstrong;38;United States;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;AMERICA
Judith Arndt;36;Germany;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Dotsie Bausch;39;United States;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;AMERICA
Sam Bewley;25;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Jack Bobridge;23;Australia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Julie Bresset;23;France;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Steven Burke;24;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Gillian Carleton;22;Canada;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;AMERICA
Bryan Coquard;20;France;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Michaël D'Almeida;24;France;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Rohan Dennis;22;Australia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Annette Edmondson;20;Australia;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
René Enders;25;Germany;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Marco Aurelio Fontana;27;Italy;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Robert Förstemann;26;Germany;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Chris Froome;27;Great Britain;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Aaron Gate;21;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Jasmin Glaesser;20;Canada;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;AMERICA
Gong Jinjie;25;China;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;ASIA
Westley Gough;24;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Georgia Gould;32;United States;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;AMERICA
Lasse Norman Hansen;20;Denmark;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Michael Hepburn;20;Australia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Philip Hindes;19;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Peter Kennaugh;23;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Dani King;21;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Alexander Kristoff;25;Norway;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Jaroslav Kulhavý;27;Czech Republic;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Lee Wai Sze;25;Hong Kong;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;ASIA
Tony Martin;27;Germany;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Kaarle McCulloch;24;Australia;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Teun Mulder;31;Netherlands;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Glenn O'Shea;23;Australia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Carlos Oquendo;24;Colombia;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;AMERICA
Mariana Pajón;20;Colombia;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;AMERICA
Shane Perkins;25;Australia;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Jennie Reed;34;United States;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;AMERICA
Joanna Rowsell;23;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Marc Ryan;29;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Nino Schurter;26;Switzerland;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Jesse Sergent;24;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Kévin Sireau;25;France;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Laura Smulders;18;Netherlands;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;EUROPE
Sabine Spitz;40;Germany;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;EUROPE
Maris Štrombergs;25;Latvia;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Lauren Tamayo;28;United States;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;AMERICA
Geraint Thomas;26;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Rigoberto Urán;25;Colombia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;AMERICA
Simon van Velthooven;23;New Zealand;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;OCEANIA
Aleksandr Vinokurov;38;Kazakhstan;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;ASIA
Kristina Vogel;21;Germany;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Marianne Vos;25;Netherlands;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Sarah Walker;24;New Zealand;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Miriam Welte;25;Germany;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Tara Whitten;32;Canada;2016;12/08/2016;Cycling;0;0;1;1;1;Olympics;AMERICA
Bradley Wiggins;32;Great Britain;2016;12/08/2016;Cycling;1;0;0;1;3;Olympics;EUROPE
Sam Willoughby;20;Australia;2016;12/08/2016;Cycling;0;1;0;1;2;Olympics;OCEANIA
Hannes Aigner;23;Germany;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Tim Baillie;33;Great Britain;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Aleksandr Bogdanovich;30;Belarus;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Andrey Bogdanovich;24;Belarus;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Sebastian Brendel;24;Germany;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
David Cal;29;Spain;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Lisa Carrington;23;New Zealand;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Yuriy Cheban;26;Ukraine;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Maialen Chourraut;29;Spain;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Jacob Clear;27;Australia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Saúl Craviotto;27;Spain;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Mark de Jonge;28;Canada;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;AMERICA
Rudolf Dombi;25;Hungary;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Josef Dostál;19;Czech Republic;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Aleksandr Dyachenko;22;Russia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;ASIA
Tony Estanguet;34;France;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Krisztina Fazekas Zur;32;Hungary;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Emilie Fer;29;France;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
David Florence;29;Great Britain;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Jess Fox;18;Australia;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Bridgitte Hartley;29;South Africa;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;AFRICA
Daniel Havel;20;Czech Republic;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Liam Heath;27;Great Britain;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Pavol Hochschorner;32;Slovakia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Peter Hochschorner;32;Slovakia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Max Hoff;29;Germany;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Martin Hollstein;25;Germany;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Richard Hounslow;30;Great Britain;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Vavrinec Hradílek;25;Czech Republic;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Andreas Ihle;33;Germany;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Zoltán Kammerer;34;Hungary;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Olga Khudenko;20;Belarus;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Roland Kökény;36;Hungary;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Aleksey Korovashkov;20;Russia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;ASIA
Peter Kretschmer;20;Germany;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Tamás Kulifai;23;Hungary;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Kurt Kuschela;23;Germany;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Eirik Verås Larsen;36;Norway;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Carolin Leonhardt;27;Germany;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Vadim Makhnyov;32;Belarus;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Michal Martikán;33;Slovakia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ed McKeever;28;Great Britain;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Beata Mikolajczyk;26;Poland;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Daniele Molmenti;27;Italy;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Karolina Naja;22;Poland;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Mark Oldershaw;29;Canada;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;AMERICA
Dániel Pauman;25;Hungary;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ilya Pervukhin;21;Russia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;ASIA
Roman Petrushenko;31;Belarus;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Fernando Pimenta;22;Portugal;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Marina Poltoran;24;Belarus;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Irina Pomelova;22;Belarus;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Nadezhda Popok;23;Belarus;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Yury Postrigay;23;Russia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;ASIA
Jon Schofield;27;Great Britain;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ivan Shtyl;26;Russia;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;ASIA
Emanuel Silva;26;Portugal;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Dave Smith;25;Australia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Tate Smith;30;Australia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Jan Šterba;31;Czech Republic;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Murray Stewart;26;Australia;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Etienne Stott;33;Great Britain;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Jevgenijus Šuklinas;26;Lithuania;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Gabriella Szabó;25;Hungary;2016;12/08/2016;Canoeing;1;0;0;1;3;Olympics;EUROPE
Sideris Tasiadis;22;Germany;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Dávid Tóth;27;Hungary;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Lukáš Trefil;23;Czech Republic;2016;12/08/2016;Canoeing;0;0;1;1;1;Olympics;EUROPE
Adam Van Koeverden;30;Canada;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;AMERICA
Katrin Wagner-Augustin;34;Germany;2016;12/08/2016;Canoeing;0;1;0;1;2;Olympics;EUROPE
Nicola Adams;29;Great Britain;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
Misha Aloyan;23;Russia;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Lázaro Álvarez;21;Cuba;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;AMERICA
Adriana Araújo;31;Brazil;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;AMERICA
Abbos Atayev;26;Uzbekistan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
David Ayrapetyan;28;Russia;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Paddy Barnes;25;Ireland;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Denys Berinchyk;24;Ukraine;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;EUROPE
Roberto Cammarelle;32;Italy;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;EUROPE
Luke Campbell;24;Great Britain;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
Mavzuna Choriyeva;19;Tajikistan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Michael Conlan;20;Ireland;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Ivan Dychko;21;Kazakhstan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Marlen Esparza;23;United States;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;AMERICA
Fred Evans;21;Great Britain;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;EUROPE
Esquiva Florentino;22;Brazil;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;AMERICA
Yamaguchi Florentino;24;Brazil;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;AMERICA
Han Sun-Cheol;27;South Korea;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Oleksandr Hvozdyk;25;Ukraine;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Roniel Iglesias;23;Cuba;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;AMERICA
Anthony Joshua;22;Great Britain;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
M. C. Mary Kom;29;India;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Li Jinzi;22;China;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Vasyl Lomachenko;24;Ukraine;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
Vincenzo Mangiacapre;23;Italy;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Yegor Mekhontsev;27;Russia;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;ASIA
Ryota Murata;26;Japan;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;ASIA
M?h?mm?dr?sul M?cidov;25;Azerbaijan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Teymur M?mm?dov;19;Azerbaijan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
John Joe Nevin;23;Ireland;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;EUROPE
Adilbek Niyazymbetov;23;Kazakhstan;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Nyambayaryn Tögstsogt;20;Mongolia;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Sofya Ochigava;25;Russia;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Anthony Ogogo;23;Great Britain;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Evaldas Petrauskas;20;Lithuania;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Kaeo Pongprayoon;32;Thailand;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Tervel Pulev;29;Bulgaria;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Robeisy Ramírez;18;Cuba;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;AMERICA
Ren Cancan;24;China;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Clemente Russo;30;Italy;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;EUROPE
Serik Sapiyev;28;Kazakhstan;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;ASIA
Taras Shelestiuk;26;Ukraine;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;EUROPE
Claressa Shields;17;United States;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;AMERICA
Satoshi Shimizu;26;Japan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Katie Taylor;26;Ireland;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
Yasnier Toledo;22;Cuba;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;AMERICA
Nadezhda Torlopova;33;Russia;2016;12/08/2016;Boxing;0;1;0;1;2;Olympics;ASIA
Uranchimegiin Mönkh-Erdene;30;Mongolia;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Oleksandr Usik;25;Ukraine;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;EUROPE
Marina Volnova;23;Kazakhstan;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Andrey Zamkovoy;25;Russia;2016;12/08/2016;Boxing;0;0;1;1;1;Olympics;ASIA
Zou Shiming;31;China;2016;12/08/2016;Boxing;1;0;0;1;3;Olympics;ASIA
Julius Brink;30;Germany;2016;12/08/2016;Beach Volleyball;1;0;0;1;3;Olympics;EUROPE
Alison Cerutti;27;Brazil;2016;12/08/2016;Beach Volleyball;0;1;0;1;2;Olympics;AMERICA
Emanuel;39;Brazil;2016;12/08/2016;Beach Volleyball;0;1;0;1;2;Olympics;AMERICA
Juliana;29;Brazil;2016;12/08/2016;Beach Volleyball;0;0;1;1;1;Olympics;AMERICA
Jen Kessy;34;United States;2016;12/08/2016;Beach Volleyball;0;1;0;1;2;Olympics;AMERICA
Larissa;30;Brazil;2016;12/08/2016;Beach Volleyball;0;0;1;1;1;Olympics;AMERICA
Misty May-Treanor;34;United States;2016;12/08/2016;Beach Volleyball;1;0;0;1;3;Olympics;AMERICA
Martinš Plavinš;27;Latvia;2016;12/08/2016;Beach Volleyball;0;0;1;1;1;Olympics;EUROPE
Jonas Reckermann;33;Germany;2016;12/08/2016;Beach Volleyball;1;0;0;1;3;Olympics;EUROPE
April Ross;30;United States;2016;12/08/2016;Beach Volleyball;0;1;0;1;2;Olympics;AMERICA
Janis Šmedinš;24;Latvia;2016;12/08/2016;Beach Volleyball;0;0;1;1;1;Olympics;EUROPE
Kerri Walsh;33;United States;2016;12/08/2016;Beach Volleyball;1;0;0;1;3;Olympics;AMERICA
Carmelo Anthony;28;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Semyon Antonov;23;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Seimone Augustus;28;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Suzy Batkovic;31;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Clémence Beikes;28;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Sue Bird;31;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Abby Bishop;23;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Kobe Bryant;33;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
José Manuel Calderón;30;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Liz Cambage;20;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
